city,districts,state,Environmental Stance,Latitude,Longitude,aqi,idx,carbon_intensity,temp_f,is_day,wind_mph,wind_degree,pressure_in,precip_in,humidity,cloud,feelslike_f,windchill_f,heatindex_f,dewpoint_f,vis_miles,uv,gust_mph,livability,livability_percentile
Westerville,['OH-12'],Ohio,0.0,40.0845,-82.81552,36.0,7591.0,349.0,75.9,1.0,10.5,190.0,29.85,0.0,42.0,75.0,78.5,73.6,76.9,60.0,9.0,6.0,14.5,72.29931403627458,45.393858477970625
Marion,['OH-4'],Ohio,0.0,40.0845,-82.81552,36.0,7591.0,349.0,79.0,1.0,10.5,240.0,29.83,0.0,34.0,50.0,81.4,71.4,73.0,60.0,9.0,5.0,17.2,72.41902796104633,54.33911882510013
Grove City,['OH-15'],Ohio,2.7777777777777777,40.002734,-82.994404,,7457.0,349.0,75.9,1.0,10.5,190.0,29.85,0.0,42.0,75.0,78.3,75.3,77.7,58.7,9.0,6.0,10.7,74.48619632535282,90.65420560747664
Charlotte,"['NC-9', 'NC-12']",North Carolina,100.0,35.281791,-80.851473,25.0,13139.0,364.0,86.2,1.0,6.9,220.0,29.92,0.0,30.0,50.0,83.0,87.1,84.2,46.4,9.0,8.0,7.7,71.32940300649024,7.610146862483311
Raleigh,['NC-2'],North Carolina,0.0,35.856098,-78.574203,50.0,7668.0,364.0,73.2,0.0,2.7,225.0,30.02,0.01,99.0,79.0,77.8,73.2,77.8,73.0,6.0,1.0,4.6,71.92386752617342,17.890520694259013
Greensboro,['NC-6'],North Carolina,0.0,36.1092,-79.8011,44.0,8883.0,364.0,84.9,1.0,6.9,280.0,29.9,0.0,34.0,50.0,83.2,83.9,82.6,51.3,9.0,7.0,10.4,72.05167595830876,26.301735647530037
Durham,['NC-4'],North Carolina,0.0,35.9919,-78.8964,45.0,7433.0,364.0,87.1,1.0,8.1,220.0,29.89,0.0,31.0,50.0,85.1,86.0,84.2,51.0,9.0,8.0,12.5,72.06642075314481,28.83845126835781
Winston-Salem,['NC-5'],North Carolina,0.0,36.1106,-80.2267,42.0,7440.0,364.0,86.4,1.0,2.2,215.0,29.92,0.0,30.0,0.0,84.7,83.5,82.4,51.2,9.0,7.0,9.3,71.94786202403299,20.026702269692922
Fayetteville,['AR-3'],Arkansas,0.0,35.041401,-78.953102,13.0,7441.0,482.0,88.0,1.0,10.5,220.0,29.88,0.0,28.0,0.0,85.4,87.3,85.0,49.4,9.0,8.0,15.0,72.7946710780425,69.826435246996
Cary,['NC-4'],North Carolina,0.0,35.8652,-78.8197,21.0,9518.0,364.0,87.1,1.0,8.1,220.0,29.89,0.0,31.0,50.0,84.8,86.3,84.2,49.9,9.0,8.0,12.5,72.51627501829698,60.9479305740988
Wilmington,['DE-1'],Delaware,0.0,35.3692,-77.9939,,7434.0,349.0,86.4,1.0,8.1,170.0,29.88,0.0,42.0,0.0,86.5,86.3,86.4,58.7,9.0,8.0,12.5,74.6238586272947,91.85580774365822
High Point,['NC-6'],North Carolina,0.0,36.1092,-79.8011,44.0,8883.0,364.0,84.9,1.0,6.9,280.0,29.9,0.0,34.0,50.0,83.7,82.9,82.0,52.3,9.0,7.0,9.2,72.05518652156684,27.102803738317753
Greenville,['SC-4'],South Carolina,0.0,35.638599,-77.358002,42.0,9191.0,364.0,86.4,1.0,8.1,290.0,29.88,0.0,29.0,0.0,85.1,84.5,83.4,52.7,6.0,7.0,12.5,72.10492988033168,31.90921228304406
Asheville,['NC-11'],North Carolina,5.555555555555555,35.6075,-82.5833,21.0,7439.0,436.0,80.1,1.0,2.2,10.0,29.98,0.0,39.0,0.0,78.8,81.0,79.9,49.1,9.0,7.0,3.9,71.58737724153573,9.746328437917223
Concord,['NH-2'],New Hampshire,0.0,35.281791,-80.851473,25.0,13139.0,274.0,,,,,,,,,,,,,,,,76.64044527050102,97.46328437917224
Gastonia,['NC-10'],North Carolina,0.0,35.253101,-81.153297,,7437.0,364.0,82.0,1.0,2.2,267.0,29.92,0.0,37.0,0.0,80.2,85.1,83.4,50.6,9.0,7.0,5.8,74.46970585815428,90.3871829105474
Chapel Hill,['NC-4'],North Carolina,0.0,35.9919,-78.8964,45.0,7433.0,364.0,87.1,1.0,8.1,220.0,29.89,0.0,31.0,50.0,85.4,85.2,83.6,51.5,9.0,7.0,12.5,72.06885135086289,29.372496662216292
Rocky Mount,['NC-1'],North Carolina,0.0,35.638599,-77.358002,42.0,9191.0,447.0,87.1,1.0,2.2,227.0,29.88,0.0,39.0,0.0,85.6,85.1,83.8,52.0,9.0,7.0,5.9,71.93681566217096,18.958611481975968
Burlington,['VT-1'],Vermont,0.0,36.1092,-79.8011,44.0,8883.0,274.0,67.1,1.0,6.9,300.0,29.82,0.01,44.0,0.0,67.1,62.9,64.1,53.2,1.0,4.0,20.5,73.13998328009306,80.50734312416556
Wilson,['NC-1'],North Carolina,0.0,35.3692,-77.9939,,7434.0,447.0,87.1,1.0,2.2,223.0,29.88,0.0,39.0,0.0,85.5,84.9,83.5,51.5,9.0,7.0,5.3,74.46505182873432,90.12016021361816
Huntersville,['NC-12'],North Carolina,100.0,35.281791,-80.851473,25.0,13139.0,364.0,86.2,1.0,2.2,10.0,29.94,0.0,27.0,0.0,83.7,85.2,83.2,48.8,9.0,8.0,8.2,71.20472582751353,6.275033377837117
Kannapolis,['NC-8'],North Carolina,0.0,35.281791,-80.851473,25.0,13139.0,364.0,82.9,1.0,4.3,280.0,29.92,0.0,32.0,0.0,80.7,85.5,83.8,49.6,9.0,8.0,8.7,72.30805984488772,45.92790387182911
Apex,['NC-2'],North Carolina,0.0,35.8652,-78.8197,21.0,9518.0,364.0,87.1,1.0,8.1,220.0,29.89,0.0,31.0,50.0,84.8,86.4,84.2,49.9,9.0,8.0,12.5,72.51627501829698,60.9479305740988
Hickory,['NC-10'],North Carolina,0.0,35.73,-81.37,,8886.0,364.0,81.0,1.0,2.2,200.0,29.93,0.0,41.0,0.0,79.7,83.7,82.4,51.6,9.0,7.0,9.8,74.47481162208042,90.52069425901202
Goldsboro,['NC-1'],North Carolina,0.0,35.3692,-77.9939,,7434.0,447.0,87.4,1.0,2.2,10.0,29.86,0.0,26.0,0.0,86.3,84.6,83.4,52.5,9.0,7.0,5.0,74.46550080846914,90.25367156208279
Detroit,"['MI-13', 'MI-14']",Michigan,100.0,42.3149367,-83.0363633,26.0,5915.0,532.0,77.7,1.0,6.9,260.0,29.77,0.0,36.0,100.0,78.2,71.4,72.2,49.3,9.0,5.0,10.2,71.5294530294819,8.945260347129507
Grand Rapids,['MI-3'],Michigan,0.0,42.9633599,-85.6680863,29.0,5327.0,532.0,63.0,1.0,17.4,10.0,29.81,0.08,72.0,100.0,63.0,58.4,59.0,55.9,9.0,4.0,21.9,73.03991941461449,77.97062750333778
Sterling Heights,['MI-10'],Michigan,13.88888888888889,42.3149367,-83.0363633,26.0,5915.0,532.0,74.1,1.0,5.6,320.0,29.81,0.0,40.0,100.0,76.7,68.5,70.4,51.5,9.0,5.0,5.9,71.60964060762029,10.013351134846461
Ann Arbor,['MI-12'],Michigan,100.0,42.2411499,-83.6129939,14.0,5335.0,532.0,72.0,1.0,8.1,250.0,29.78,0.01,49.0,100.0,76.4,65.6,66.2,54.6,9.0,4.0,21.7,72.4438951616126,56.2082777036048
Lansing,['MI-8'],Michigan,0.0,42.732535,-84.5555347,,5330.0,532.0,68.4,1.0,3.8,20.0,29.8,0.05,59.0,100.0,68.4,60.8,61.5,57.3,9.0,4.0,13.1,75.76438547124418,94.25901201602136
Flint,['MI-5'],Michigan,0.0,43.0125274,-83.6874562,18.0,5326.0,532.0,62.1,1.0,17.4,10.0,29.81,0.0,75.0,100.0,62.1,58.4,59.0,55.5,9.0,3.0,21.9,73.32389297920581,82.2429906542056
Dearborn,['MI-12'],Michigan,100.0,42.3222599,-83.1763145,18.0,5324.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,76.9,70.5,71.6,50.6,9.0,5.0,9.7,71.7787987897076,12.016021361815755
Livonia,['MI-11'],Michigan,100.0,42.3222599,-83.1763145,18.0,5324.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.3,68.6,70.5,52.5,9.0,5.0,9.3,71.85008700585267,13.21762349799733
Westland,['MI-13'],Michigan,100.0,42.2575385,-83.2110375,12.0,5322.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.5,68.0,69.9,53.2,9.0,5.0,11.5,72.08917126307233,31.241655540720963
Farmington Hills,['MI-14'],Michigan,0.0,42.3222599,-83.1763145,18.0,5324.0,532.0,74.1,1.0,5.6,320.0,29.81,0.01,40.0,100.0,77.0,67.8,70.0,52.5,9.0,5.0,6.3,72.90018032271034,73.03070761014686
Kalamazoo,['MI-6'],Michigan,0.0,42.2917069,-85.5872286,26.0,5329.0,349.0,73.0,1.0,12.5,220.0,29.78,0.0,43.0,100.0,76.9,63.5,63.9,55.8,9.0,5.0,17.0,73.47304468014134,84.51268357810414
Wyoming,['MI-3'],Michigan,0.0,42.9633599,-85.6680863,29.0,5327.0,532.0,63.0,1.0,17.4,10.0,29.81,0.07,72.0,100.0,63.0,58.7,59.4,56.1,9.0,4.0,21.9,73.0973936397304,79.30574098798398
Southfield,['MI-14'],Michigan,0.0,42.3222599,-83.1763145,18.0,5324.0,532.0,74.1,1.0,5.6,320.0,29.81,0.0,40.0,100.0,76.4,69.9,71.1,49.2,9.0,5.0,7.0,72.82226808873081,70.89452603471294
Rochester Hills,['MI-8'],Michigan,0.0,42.3222599,-83.1763145,18.0,5324.0,532.0,74.1,1.0,5.6,320.0,29.81,0.0,40.0,100.0,77.1,65.7,66.6,53.1,9.0,5.0,6.6,73.24544970479013,81.44192256341789
Taylor,['MI-12'],Michigan,100.0,42.2575385,-83.2110375,12.0,5322.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.2,69.7,71.0,52.1,9.0,5.0,11.1,72.00988983411152,23.364485981308412
Pontiac,['MI-14'],Michigan,0.0,42.3222599,-83.1763145,18.0,5324.0,532.0,70.0,1.0,4.3,10.0,29.8,0.02,51.0,100.0,70.0,63.7,64.0,54.4,9.0,4.0,6.8,73.5785561458658,85.98130841121495
St. Clair Shores,['MI-9'],Michigan,0.0,42.3149367,-83.0363633,26.0,5915.0,532.0,,,,,,,,,,,,,,,,76.58529006069968,97.32977303070761
Royal Oak,['MI-9'],Michigan,0.0,42.3222599,-83.1763145,18.0,5324.0,532.0,74.1,1.0,5.6,320.0,29.81,0.0,40.0,100.0,76.2,70.4,71.4,48.6,9.0,5.0,7.1,72.80353934667382,69.95994659546061
Novi,['MI-11'],Michigan,100.0,42.2411499,-83.6129939,14.0,5335.0,532.0,,,,,,,,,,,,,,,,75.8792893752339,94.39252336448598
Dearborn Heights,['MI-12'],Michigan,100.0,42.3222599,-83.1763145,18.0,5324.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.1,69.7,71.0,51.2,9.0,5.0,9.2,71.81592446217284,12.550066755674234
Battle Creek,['MI-3'],Michigan,0.0,42.2917069,-85.5872286,26.0,5329.0,532.0,72.0,1.0,2.2,10.0,29.79,0.01,55.0,100.0,76.3,63.2,63.6,57.0,9.0,4.0,8.1,73.36773042632376,82.77703604806409
Saginaw,['MI-5'],Michigan,0.0,43.5944677,-83.8888647,1.0,5323.0,532.0,57.2,1.0,9.4,30.0,29.83,0.02,94.0,100.0,56.3,56.6,57.3,55.4,8.0,3.0,13.9,73.88768992630101,88.11748998664886
Kentwood,['MI-3'],Michigan,0.0,42.9633599,-85.6680863,29.0,5327.0,532.0,63.0,1.0,17.4,10.0,29.81,0.05,72.0,100.0,63.0,58.8,59.5,55.7,9.0,4.0,21.9,73.11203743391803,79.70627503337784
East Lansing,['MI-8'],Michigan,0.0,42.732535,-84.5555347,,5330.0,532.0,68.4,1.0,3.8,20.0,29.8,0.05,59.0,100.0,68.4,60.3,61.1,57.1,9.0,4.0,14.3,75.70029126984326,94.12550066755674
Roseville,['MI-9'],Michigan,0.0,42.3149367,-83.0363633,26.0,5915.0,532.0,82.6,1.0,10.5,190.0,29.8,0.0,37.0,0.0,80.3,86.1,84.0,49.8,9.0,7.0,15.0,72.42179230260503,54.873164218958614
Lincoln Park,['MI-12'],Michigan,100.0,42.261669,-83.157893,10.0,12849.0,532.0,75.0,1.0,6.9,240.0,29.78,0.0,41.0,100.0,77.0,70.6,71.6,51.2,9.0,5.0,11.2,72.04255526564789,25.76769025367156
Muskegon,['MI-2'],Michigan,0.0,42.7875235,-86.1089301,29.0,13071.0,532.0,59.5,1.0,8.1,10.0,29.83,0.02,87.0,100.0,59.5,57.2,57.5,55.2,3.0,3.0,9.2,72.99350403780478,76.23497997329774
Memphis,['TN-9'],Tennessee,0.0,35.151588,-89.85022,47.0,7499.0,311.0,87.1,1.0,12.5,200.0,29.87,0.01,46.0,50.0,90.8,83.3,85.6,64.3,9.0,6.0,15.7,72.034125900987,24.833110814419225
Nashville-Davidson,['TN-5'],Tennessee,0.0,36.1767,-86.7386,10.0,7496.0,311.0,,,,,,,,,,,,,,,,77.07995368044776,98.53137516688919
Knoxville,['TN-2'],Tennessee,0.0,35.9803,-83.9306,15.0,7494.0,311.0,80.6,1.0,2.2,10.0,29.94,0.0,48.0,0.0,82.5,74.2,77.3,56.9,9.0,6.0,6.6,72.60806792217853,64.88651535380508
Chattanooga,['TN-3'],Tennessee,0.0,35.0508,-85.2931,15.0,7372.0,311.0,86.4,1.0,8.1,230.0,29.94,0.0,32.0,75.0,85.8,84.0,84.0,55.4,9.0,7.0,12.5,72.70770007529008,67.95727636849132
Clarksville,['TN-7'],Tennessee,0.0,36.5144,-87.3278,19.0,9533.0,311.0,82.0,1.0,12.5,210.0,29.89,0.0,44.0,75.0,85.5,78.9,81.7,66.6,9.0,7.0,17.0,72.57939674459801,63.55140186915887
Murfreesboro,['TN-4'],Tennessee,0.0,36.1767,-86.7386,10.0,7496.0,311.0,86.4,1.0,9.4,180.0,29.92,0.0,40.0,0.0,89.4,80.3,81.8,61.4,9.0,7.0,10.6,72.92500449480283,73.56475300400534
Jackson,['MS-2'],Mississippi,0.0,36.0528,-89.3819,9.0,7493.0,532.0,,,,,,,,,,,,,,,,77.10089484007666,98.73164218958611
Franklin,['TN-7'],Tennessee,0.0,36.1767,-86.7386,10.0,7496.0,311.0,87.1,1.0,8.1,220.0,29.91,0.0,32.0,75.0,91.9,79.7,81.6,63.0,9.0,7.0,11.5,72.89025941183719,72.63017356475301
Johnson City,['TN-1'],Tennessee,0.0,36.5408,-82.5217,6.0,7539.0,311.0,81.0,1.0,2.2,10.0,29.95,0.0,37.0,0.0,82.1,72.4,73.3,55.8,9.0,6.0,5.2,73.03769710772185,77.70360480640855
Hendersonville,['TN-6'],Tennessee,0.0,36.2975,-86.6525,40.0,7500.0,311.0,87.1,1.0,8.1,220.0,29.91,0.0,32.0,75.0,89.9,80.4,81.9,60.7,9.0,7.0,9.6,72.14906456461956,35.91455273698264
Kingsport,['TN-1'],Tennessee,0.0,36.5408,-82.5217,6.0,7539.0,349.0,80.1,1.0,5.6,240.0,29.96,0.0,39.0,75.0,82.7,73.5,77.3,60.5,9.0,6.0,9.9,73.0085348220792,76.90253671562083
Collierville,['TN-8'],Tennessee,0.0,35.151588,-89.85022,47.0,7499.0,311.0,86.4,1.0,9.4,200.0,29.88,0.0,46.0,0.0,93.1,80.1,82.8,67.8,9.0,6.0,14.9,72.09760565268267,31.37516688918558
Smyrna,['GA-11'],Georgia,0.0,36.1767,-86.7386,10.0,7496.0,451.0,87.1,1.0,6.9,210.0,29.93,0.0,30.0,0.0,83.3,88.8,85.5,45.1,9.0,8.0,11.4,72.82530152092042,71.02803738317756
Germantown,['TN-8'],Tennessee,0.0,35.151588,-89.85022,47.0,7499.0,311.0,82.0,1.0,2.2,311.0,29.84,0.0,40.0,0.0,81.6,80.1,80.4,53.7,9.0,7.0,7.6,71.9160153622931,17.489986648865152
Brentwood,['TN-7'],Tennessee,0.0,36.1767,-86.7386,10.0,7496.0,311.0,79.0,1.0,13.6,290.0,29.74,0.0,38.0,50.0,78.7,76.1,77.1,48.8,9.0,6.0,17.6,72.89674689034008,72.89719626168224
Boston,"['MA-7', 'MA-8']",Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,36.1,0.0,2.5,220.0,30.5,0.0,93.0,0.0,31.3,42.2,45.3,32.2,6.0,1.0,12.2,72.24959653547208,40.987983978638184
Worcester,['MA-2'],Massachusetts,0.0,42.263877,-71.794186,24.0,3574.0,274.0,69.1,1.0,20.6,280.0,29.72,0.0,49.0,25.0,69.1,70.4,75.3,50.7,9.0,6.0,25.1,72.33348854637056,48.66488651535381
Lowell,['MA-3'],Massachusetts,0.0,42.626748,-71.3617,2.0,10169.0,274.0,72.0,1.0,16.1,260.0,29.67,0.0,48.0,75.0,75.9,71.6,75.8,50.5,9.0,6.0,20.6,73.16877022862647,80.77436582109479
Cambridge,['MA-5'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,52.2,0.0,6.9,300.0,29.94,0.0,62.0,0.0,49.4,40.9,45.1,41.6,6.0,1.0,16.4,72.36801583688951,50.734312416555404
New Bedford,['MA-9'],Massachusetts,0.0,41.683279,-71.169171,35.0,3569.0,274.0,75.9,1.0,15.0,270.0,29.68,0.0,47.0,50.0,78.1,70.1,73.4,52.8,9.0,6.0,19.1,72.31806483242222,46.5954606141522
Brockton,['MA-8'],Massachusetts,0.0,42.065119,-71.012686,35.0,3568.0,274.0,73.9,1.0,13.6,270.0,29.68,0.0,52.0,100.0,76.5,71.9,75.1,50.6,9.0,6.0,14.5,72.29747316152566,45.26034712950601
Lynn,['MA-6'],Massachusetts,0.0,42.474671,-70.971358,30.0,3571.0,274.0,73.9,1.0,19.2,270.0,29.66,0.0,46.0,75.0,76.6,71.6,75.8,49.7,9.0,6.0,23.7,72.21961685066829,38.98531375166889
Fall River,['MA-9'],Massachusetts,0.0,41.683279,-71.169171,35.0,3569.0,274.0,75.9,1.0,15.0,270.0,29.68,0.0,47.0,50.0,77.7,70.1,71.7,51.9,9.0,6.0,17.4,72.40133856921207,52.7369826435247
Newton,['MA-4'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,73.9,1.0,13.6,270.0,29.68,0.0,52.0,100.0,76.5,71.8,75.8,50.3,9.0,6.0,15.5,72.41535025107522,53.938584779706275
Somerville,['MA-7'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,73.9,1.0,19.2,270.0,29.66,0.0,46.0,75.0,76.5,72.2,75.8,49.7,9.0,6.0,23.7,72.26246775400865,42.923898531375166
Waltham,['MA-5'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,72.0,1.0,11.9,280.0,29.66,0.0,48.0,75.0,75.8,71.5,75.8,50.0,9.0,6.0,16.1,72.46242541990433,57.943925233644855
Haverhill,['MA-3'],Massachusetts,0.0,42.77077,-71.102259,32.0,3570.0,274.0,72.0,1.0,16.1,260.0,29.67,0.0,48.0,75.0,76.0,71.5,75.6,51.1,9.0,6.0,20.6,72.26905236248398,43.65821094793058
Malden,['MA-5'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,73.9,1.0,19.2,270.0,29.66,0.0,46.0,75.0,76.4,72.3,75.8,49.4,9.0,6.0,23.7,72.26246775400865,42.923898531375166
Medford,['OR-2'],Oregon,0.0,42.3584308,-71.0597732,28.0,5883.0,273.0,84.0,1.0,2.2,304.0,29.86,0.0,31.0,0.0,82.0,84.5,82.7,50.3,9.0,7.0,6.7,72.2123094418604,38.851802403204275
Taunton,['MA-4'],Massachusetts,0.0,42.065119,-71.012686,35.0,3568.0,274.0,53.6,0.0,8.1,270.0,29.97,0.0,67.0,0.0,51.8,41.0,44.6,40.6,6.0,1.0,13.2,72.25904773649766,42.456608811749
Chicopee,['MA-1'],Massachusetts,0.0,42.108581,-72.590614,,3573.0,274.0,72.0,1.0,15.0,280.0,29.7,0.0,46.0,75.0,76.0,71.1,75.4,51.4,9.0,6.0,19.5,74.67459137001013,92.32309746328437
Weymouth Town,['MA-8'],Massachusetts,0.0,,,,,,,,,,,,,,,,,,,,,81.6042796355504,99.93324432576769
Revere,['MA-7'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,73.9,1.0,19.2,270.0,29.66,0.0,46.0,75.0,76.4,72.3,75.8,49.1,9.0,6.0,23.7,72.26246775400865,42.923898531375166
Peabody,['MA-6'],Massachusetts,0.0,42.474671,-70.971358,30.0,3571.0,274.0,72.0,1.0,12.5,280.0,29.64,0.0,48.0,75.0,76.0,71.3,75.6,50.2,9.0,6.0,18.6,72.40804839575763,53.13751668891856
Methuen,['MA-3'],Massachusetts,0.0,42.77077,-71.102259,32.0,3570.0,274.0,72.0,1.0,16.1,260.0,29.67,0.0,48.0,75.0,75.9,71.5,75.5,50.6,9.0,6.0,20.6,72.27168953516995,43.79172229639519
Barnstable Town,['MA-9'],Massachusetts,0.0,,,,,,,,,,,,,,,,,,,,,81.6042796355504,99.93324432576769
Pittsfield,['MA-1'],Massachusetts,0.0,42.447781,-73.254232,,3572.0,274.0,66.0,1.0,12.5,300.0,29.75,0.0,59.0,75.0,66.0,64.9,65.0,51.6,9.0,4.0,15.4,75.57224072094654,93.8584779706275
Attleboro,['MA-4'],Massachusetts,0.0,41.840302,-71.361702,26.0,7478.0,274.0,72.0,1.0,15.0,270.0,29.71,0.0,51.0,75.0,75.8,71.7,75.2,51.3,9.0,6.0,19.5,72.43876183830166,55.54072096128171
Everett,['WA-2'],Washington,0.0,42.3584308,-71.0597732,28.0,5883.0,332.0,73.9,1.0,5.6,260.0,29.94,0.0,41.0,0.0,76.0,74.4,76.1,49.0,9.0,6.0,6.7,72.36471290740022,50.33377837116155
Salem,['OR-5'],Oregon,0.0,42.474671,-70.971358,30.0,3571.0,273.0,74.5,0.0,3.8,214.0,29.75,0.0,90.0,51.0,78.6,74.5,78.6,71.5,6.0,1.0,5.0,72.24920390572905,40.85447263017357
Westfield,['MA-1'],Massachusetts,0.0,42.108581,-72.590614,,3573.0,274.0,72.0,1.0,10.5,290.0,29.73,0.0,49.0,100.0,75.9,70.9,75.5,51.2,9.0,6.0,13.9,74.79643669222793,92.79038718291055
Leominster,['MA-2'],Massachusetts,0.0,42.263877,-71.794186,24.0,3574.0,274.0,73.0,1.0,16.1,300.0,29.71,0.0,44.0,75.0,76.3,69.9,72.2,50.1,9.0,6.0,20.6,72.57573860034039,63.28437917222964
Fitchburg,['MA-2'],Massachusetts,0.0,42.263877,-71.794186,24.0,3574.0,274.0,73.0,1.0,16.1,300.0,29.71,0.0,44.0,75.0,76.3,70.2,75.3,50.5,9.0,6.0,20.6,72.45499095675143,57.27636849132176
Beverly,['MA-6'],Massachusetts,0.0,42.474671,-70.971358,30.0,3571.0,274.0,72.0,1.0,12.5,280.0,29.64,0.0,48.0,75.0,76.0,70.9,75.5,50.6,9.0,6.0,19.0,72.41068556844361,53.271028037383175
Holyoke,['MA-1'],Massachusetts,0.0,42.108581,-72.590614,,3573.0,274.0,72.0,1.0,15.0,280.0,29.7,0.0,46.0,75.0,76.0,70.9,75.4,51.4,9.0,6.0,19.5,74.67459137001013,92.32309746328437
Marlborough,['MA-3'],Massachusetts,0.0,42.263877,-71.794186,24.0,3574.0,274.0,69.1,1.0,20.6,280.0,29.72,0.0,49.0,25.0,69.1,71.0,75.3,51.2,9.0,6.0,25.1,72.33348854637056,48.66488651535381
Woburn,['MA-5'],Massachusetts,0.0,42.474671,-70.971358,30.0,3571.0,274.0,72.0,1.0,11.9,280.0,29.66,0.0,48.0,75.0,75.7,72.1,75.8,49.6,9.0,6.0,15.9,72.41957451656397,54.606141522029375
Chelsea,['MA-7'],Massachusetts,0.0,42.3584308,-71.0597732,28.0,5883.0,274.0,73.9,1.0,19.2,270.0,29.66,0.0,46.0,75.0,76.4,72.1,75.8,49.4,9.0,6.0,23.7,72.26246775400865,42.923898531375166
Seattle,['WA-7'],Washington,0.0,47.597222,-122.319722,13.0,5855.0,24.0,75.9,1.0,2.2,341.0,29.91,0.0,33.0,75.0,76.3,77.3,77.2,47.3,9.0,7.0,3.6,73.69674093273342,86.91588785046729
Spokane,['WA-5'],Washington,0.0,47.69983,-117.42631,7.0,149.0,43.0,80.1,1.0,2.2,268.0,29.91,0.0,20.0,0.0,77.1,78.9,76.5,36.1,9.0,7.0,3.6,74.17911219910219,88.91855807743659
Tacoma,['WA-6'],Washington,0.0,47.22634,-122.46256,25.0,9511.0,24.0,75.0,1.0,4.3,180.0,29.92,0.0,37.0,0.0,75.7,78.9,78.0,47.6,9.0,7.0,8.7,73.38859645911042,83.04405874499332
Vancouver,['WA-3'],Washington,0.0,45.64336,-122.58737,13.0,7607.0,291.0,70.0,1.0,10.5,290.0,29.9,0.0,64.0,75.0,70.0,67.5,67.5,51.7,19.0,5.0,15.0,73.42792991554893,83.97863818424565
Bellevue,['NE-1'],Nebraska,0.0,47.600863,-122.148397,2.0,9284.0,482.0,75.9,1.0,2.2,329.0,29.91,0.0,33.0,75.0,76.2,77.3,77.2,47.1,9.0,7.0,4.9,73.06162246554676,78.50467289719626
Kent,['WA-9'],Washington,0.0,47.38614,-122.23195,,114.0,24.0,75.9,1.0,5.6,270.0,29.93,0.0,32.0,75.0,76.3,78.8,78.1,48.1,9.0,7.0,10.1,75.63999672177846,93.99198931909211
Renton,['WA-9'],Washington,0.0,47.498535,-122.278385,21.0,10730.0,24.0,75.9,1.0,4.3,350.0,29.9,0.0,37.0,0.0,76.0,79.3,78.4,47.2,9.0,7.0,8.7,73.48758051750642,84.913217623498
Yakima,['WA-4'],Washington,0.0,46.59495,-120.51228,9.0,162.0,273.0,87.1,1.0,2.2,137.0,29.86,0.0,16.0,0.0,83.5,85.2,81.9,43.0,9.0,8.0,4.1,72.77860725451104,69.55941255006675
Federal Way,['WA-9'],Washington,0.0,47.2656,-122.385,21.0,150.0,24.0,75.9,1.0,5.6,270.0,29.93,0.0,32.0,75.0,76.3,77.9,77.4,47.3,9.0,7.0,10.1,73.53915644745467,85.31375166889185
Spokane Valley,['WA-5'],Washington,0.0,47.663962,-117.25765,9.0,148.0,43.0,80.1,1.0,2.2,264.0,29.91,0.0,20.0,0.0,77.3,77.9,75.9,36.0,9.0,7.0,5.7,74.12008922254871,88.65153538050734
Bellingham,['WA-2'],Washington,0.0,48.760036,-122.456463,13.0,9599.0,332.0,73.9,1.0,10.5,290.0,29.9,0.0,37.0,0.0,76.9,67.4,67.4,50.1,9.0,5.0,15.0,73.42691077486073,83.84512683578103
Kennewick,['WA-4'],Washington,0.0,46.21835,-119.20152,20.0,113.0,273.0,87.1,1.0,6.9,330.0,29.85,0.0,26.0,0.0,83.0,88.8,84.9,32.6,9.0,7.0,8.2,72.53537147033481,61.815754339118826
Auburn,['AL-3'],Alabama,0.0,47.2875,-122.2144,23.0,10729.0,451.0,43.5,0.0,7.2,275.0,30.08,0.0,89.0,30.0,39.3,39.3,43.5,40.6,6.0,1.0,15.0,72.45163523864025,56.87583444592791
Pasco,['WA-4'],Washington,0.0,46.21835,-119.20152,20.0,113.0,43.0,87.1,1.0,6.9,330.0,29.85,0.0,26.0,0.0,83.0,89.0,85.1,32.8,9.0,7.0,8.2,73.79481791840544,87.85046728971963
Marysville,['WA-1'],Washington,0.0,48.054315,-122.171529,17.0,123.0,332.0,75.9,1.0,9.4,320.0,29.91,0.0,45.0,0.0,77.0,74.4,76.1,49.0,9.0,6.0,13.9,72.7626662687231,69.1588785046729
